No_,No_ 2,Description,Search Description,Description 2,Base Unit of Measure,Price Unit Conversion,Type,Inventory Posting Group,Shelf No_,Item Disc_ Group,Allow Invoice Disc_,Statistics Group,Commission Group,Unit Price,Price_Profit Calculation,Profit _,Costing Method,Unit Cost,Standard Cost,Quoted Price(INR),Quoted Price(FCY),Quoted Currency,Standard Cost_,Production BOM No_
123759,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,CN,S008,D666,1,G1,C1,443,493,50,UC,3097,3797,4,32,USD,93,1000457-SMT
135677,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,RM,S005,D668,1,G1,C1,354,404,50,UC,2918,2908,40,57,INR,100,
108259,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,CN,S005,D668,1,G1,C1,589,639,50,UC,3829,3831,54,40,INR,97,1000457-SMT
111742,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,RM,S008,D667,1,G1,C1,339,389,50,UC,3853,3858,50,37,USD,95,1000456-SMT
135722,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S003,D667,1,G1,C1,727,777,50,UC,2485,2595,41,30,INR,78,1000456-SMT
102671,,"RoHS,Label, 5 X 2 inch blank","ROHS,Attention Tape",,EA,120,0,RM,S008,D654,1,G1,C1,520,570,50,UC,3182,3111,5,32,USD,93,
102565,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S007,D654,1,G1,C1,357,407,50,UC,3791,3191,8,47,INR,79,
119852,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,PM,S007,D655,1,G1,C1,312,362,50,UC,3755,3345,6,57,USD,100,
119852,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,PM,S003,D668,1,G1,C1,299,349,50,UC,3994,3510,5,30,INR,98,1000457-SMT
108259,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,CN,S010,D654,1,G1,C1,369,419,50,UC,2522,2533,43,5,USD,94,1000457-SMT
130347,,"ROHS,Attention Tape","RoHS,Label, 5 X 2 inch blank",,EA,120,0,CN,S004,D668,1,G1,C1,649,699,50,UC,2525,2905,54,20,USD,84,1000457-SMT
105695,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S010,D654,1,G1,C1,568,618,50,UC,3525,3015,16,23,USD,85,1000457-SMT
119852,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,RM,S004,D667,1,G1,C1,352,402,50,UC,3456,3376,38,37,USD,98,1000457-SMT
117871,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,CN,S007,D654,1,G1,C1,532,582,50,UC,2745,2848,37,30,USD,84,1000456-SMT
119852,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,RM,S006,D654,1,G1,C1,631,681,50,UC,3359,3251,59,32,INR,78,1000456-SMT
125880,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,CN,S004,D668,1,G1,C1,445,495,50,UC,3187,3185,16,1,INR,78,
108259,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,CN,S006,D654,1,G1,C1,692,742,50,UC,3907,3907,49,32,USD,76,1000457-SMT
114717,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,CN,S002,D666,1,G1,C1,729,779,50,UC,3315,3315,13,11,USD,78,1000457-SMT
114717,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,RM,S005,D668,1,G1,C1,522,572,50,UC,3037,3227,47,60,INR,96,
119852,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,RM,S005,D655,1,G1,C1,405,455,50,UC,2505,2735,42,47,INR,91,1000457-SMT
115657,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,CN,S005,D667,1,G1,C1,669,719,50,UC,3224,3224,39,52,INR,98,1000456-SMT
119852,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,RM,S005,D666,1,G1,C1,742,792,50,UC,2523,2523,41,33,USD,94,1000457-SMT
EII-CNS-OT-0025,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,RM,S009,D654,1,G1,C1,308,358,50,UC,2724,2781,24,19,USD,85,1000456-SMT
111742,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,CN,S008,D667,1,G1,C1,325,375,50,UC,2542,2523,51,24,INR,83,1000456-SMT
119852,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,CN,S005,D667,1,G1,C1,702,752,50,UC,2945,2525,53,15,INR,82,
140656,,"ROHS,Attention Tape",FUJI-FILTER 02,,EA,120,0,CN,S007,D666,1,G1,C1,679,729,50,UC,2963,2500,18,54,INR,75,1000457-SMT
123759,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S007,D655,1,G1,C1,335,385,50,UC,3540,3520,42,6,INR,82,1000456-SMT
108259,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,PM,S002,D654,1,G1,C1,718,768,50,UC,3306,3306,18,58,INR,100,1000456-SMT
125880,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,RM,S007,D655,1,G1,C1,725,775,50,UC,2928,2906,18,23,INR,86,1000457-SMT
119852,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,RM,S003,D667,1,G1,C1,648,698,50,UC,2864,2864,46,31,USD,83,1000457-SMT
118270,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,PM,S005,D655,1,G1,C1,727,777,50,UC,2778,2778,9,43,INR,77,
130347,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,RM,S001,D667,1,G1,C1,471,521,50,UC,2592,2994,3,50,USD,96,1000456-SMT
108259,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,RM,S005,D668,1,G1,C1,677,727,50,UC,2828,2748,55,56,USD,91,1000457-SMT
135506,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,PM,S005,D667,1,G1,C1,449,499,50,UC,3173,3197,15,22,USD,92,1000456-SMT
119852,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S001,D668,1,G1,C1,371,421,50,UC,3640,3648,23,54,INR,89,1000457-SMT
112048,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S003,D668,1,G1,C1,376,426,50,UC,3290,3398,41,10,INR,76,1000456-SMT
139272,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,CN,S001,D666,1,G1,C1,349,399,50,UC,3807,3838,45,58,INR,93,1000456-SMT
136998,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S003,D655,1,G1,C1,746,796,50,UC,2663,2616,48,31,INR,77,1000457-SMT
100392,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S007,D666,1,G1,C1,304,354,50,UC,2503,2964,17,52,USD,87,
102565,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,PM,S006,D655,1,G1,C1,310,360,50,UC,3711,3011,4,16,INR,95,1000456-SMT
108259,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S001,D667,1,G1,C1,290,340,50,UC,3111,3111,9,9,USD,100,
145340,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,CN,S006,D655,1,G1,C1,409,459,50,UC,2725,2730,8,36,USD,79,1000457-SMT
119852,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,PM,S006,D668,1,G1,C1,620,670,50,UC,3130,3130,47,18,USD,78,1000456-SMT
139653,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S005,D666,1,G1,C1,432,482,50,UC,3043,3452,15,23,USD,78,1000457-SMT
139272,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,PM,S005,D655,1,G1,C1,513,563,50,UC,3546,3442,14,27,USD,85,1000456-SMT
123234,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,PM,S004,D655,1,G1,C1,513,563,50,UC,3842,3838,14,33,INR,83,
119852,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,PM,S007,D655,1,G1,C1,649,699,50,UC,3840,3040,36,39,USD,94,
141305,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,CN,S003,D668,1,G1,C1,709,759,50,UC,2945,2545,15,6,INR,76,1000456-SMT
125880,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,CN,S009,D667,1,G1,C1,660,710,50,UC,3323,3247,30,19,INR,83,1000456-SMT
120768,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,CN,S006,D668,1,G1,C1,571,621,50,UC,3212,3217,36,1,USD,94,1000456-SMT
119852,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,RM,S007,D654,1,G1,C1,480,530,50,UC,2663,3661,53,28,INR,78,1000457-SMT
120768,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S004,D668,1,G1,C1,315,365,50,UC,3961,3502,35,21,INR,99,1000457-SMT
133133,,FUJI-FILTER 02,"RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,PM,S006,D666,1,G1,C1,384,434,50,UC,3679,3679,19,58,INR,97,1000456-SMT
141663,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S004,D667,1,G1,C1,287,337,50,UC,3024,3724,13,21,USD,95,
138531,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,RM,S008,D654,1,G1,C1,575,625,50,UC,3769,3704,7,55,USD,100,
109259,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,CN,S010,D666,1,G1,C1,378,428,50,UC,3396,3396,17,45,INR,76,
108259,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,CN,S001,D655,1,G1,C1,656,706,50,UC,3943,3952,10,19,INR,88,1000456-SMT
114717,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,RM,S004,D655,1,G1,C1,616,666,50,UC,2991,2919,33,14,USD,80,1000456-SMT
141305,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,PM,S008,D667,1,G1,C1,394,444,50,UC,3972,3978,26,32,USD,96,1000456-SMT
135506,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,CN,S009,D668,1,G1,C1,398,448,50,UC,3296,3216,9,12,INR,100,
108259,,STATIC SHIELDED BAGS OF SIZE 280x220,STATIC SHIELDED BAGS OF SIZE 280x221,,EA,120,0,RM,S006,D655,1,G1,C1,420,470,50,UC,3641,3649,40,60,INR,85,1000457-SMT
138531,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,PM,S010,D668,1,G1,C1,699,749,50,UC,3430,3710,4,6,INR,99,1000457-SMT
112296,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,RM,S003,D655,1,G1,C1,512,562,50,UC,3150,3150,21,45,USD,87,1000456-SMT
119852,,_RARE_,_RARE_,,EA,120,0,RM,S004,D655,1,G1,C1,730,780,50,UC,2582,2972,58,3,USD,85,1000456-SMT
117232,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S003,D668,1,G1,C1,701,751,50,UC,3061,3019,11,18,USD,98,1000456-SMT
146860,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,PM,S009,D666,1,G1,C1,630,680,50,UC,3405,3705,3,8,USD,77,1000456-SMT
119852,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,CN,S002,D666,1,G1,C1,402,452,50,UC,2728,2768,32,26,INR,82,1000457-SMT
119852,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,PM,S002,D667,1,G1,C1,645,695,50,UC,3399,3392,13,49,USD,98,1000456-SMT
123498,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,RM,S007,D654,1,G1,C1,348,398,50,UC,3905,2905,21,55,INR,80,1000457-SMT
133133,,"RoHS,DRAM-1","RoHS,DRAM-2",,EA,120,0,PM,S001,D655,1,G1,C1,559,609,50,UC,3289,3289,26,5,INR,77,
131664,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S008,D668,1,G1,C1,611,661,50,UC,2517,2513,52,53,INR,97,1000457-SMT
141388,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S002,D655,1,G1,C1,373,423,50,UC,2815,2808,35,47,USD,86,1000457-SMT
123759,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,CN,S007,D654,1,G1,C1,704,754,50,UC,2583,2963,33,56,USD,100,1000457-SMT
119852,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,CN,S006,D667,1,G1,C1,676,726,50,UC,2906,2906,22,4,USD,91,1000456-SMT
111742,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,RM,S001,D667,1,G1,C1,669,719,50,UC,2641,2642,49,12,INR,75,1000456-SMT
138212,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,PM,S006,D654,1,G1,C1,691,741,50,UC,3371,3371,29,13,USD,79,1000456-SMT
119852,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,PM,S001,D667,1,G1,C1,621,671,50,UC,3341,3341,55,31,INR,80,1000456-SMT
121969,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,CN,S002,D655,1,G1,C1,409,459,50,UC,3273,3471,11,18,USD,79,1000456-SMT
108259,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,CN,S001,D655,1,G1,C1,569,619,50,UC,3189,3181,27,26,INR,87,1000456-SMT
119852,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S003,D667,1,G1,C1,597,647,50,UC,2797,2711,29,33,INR,98,1000456-SMT
700536-3,,FUJI-FILTER 02,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,RM,S002,D654,1,G1,C1,591,641,50,UC,3788,3080,19,31,USD,78,1000456-SMT
119852,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,DRAM-2",,EA,120,0,RM,S007,D667,1,G1,C1,415,465,50,UC,3979,3589,36,17,INR,89,
105581,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S004,D654,1,G1,C1,300,350,50,UC,3619,3619,32,45,USD,90,
108259,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S010,D655,1,G1,C1,605,655,50,UC,2848,2848,35,38,INR,96,1000457-SMT
119852,,_RARE_,_RARE_,,EA,120,0,CN,S007,D667,1,G1,C1,481,531,50,UC,2592,2591,5,52,INR,80,1000457-SMT
100441,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,PM,S007,D667,1,G1,C1,401,451,50,UC,3755,3795,17,60,USD,97,
1000457,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,CN,S003,D654,1,G1,C1,415,465,50,UC,3698,3613,55,46,INR,98,
105581,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,PM,S005,D666,1,G1,C1,445,495,50,UC,2789,2799,6,24,USD,100,
EII-CNS-OT-0008,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S008,D667,1,G1,C1,437,487,50,UC,2552,2558,40,13,INR,85,1000457-SMT
108259,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,RM,S007,D654,1,G1,C1,365,415,50,UC,3966,3906,29,2,USD,95,
145209,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S005,D668,1,G1,C1,394,444,50,UC,3461,3069,9,56,USD,98,1000456-SMT
1000457,,"RoHS,DRAM-1","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,CN,S002,D666,1,G1,C1,744,794,50,UC,2652,2656,23,1,USD,88,1000457-SMT
138531,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,PM,S010,D667,1,G1,C1,624,674,50,UC,2939,2926,33,54,INR,88,
102671,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,CN,S007,D654,1,G1,C1,318,368,50,UC,3880,3870,44,41,USD,83,1000456-SMT
135506,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S003,D667,1,G1,C1,686,736,50,UC,3247,3247,36,42,USD,95,
135506,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,DRAM-2",,EA,120,0,RM,S005,D668,1,G1,C1,718,768,50,UC,3065,3468,43,6,USD,85,
137963,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",STATIC SHIELDED BAGS OF SIZE 280x220,,EA,120,0,PM,S005,D668,1,G1,C1,679,729,50,UC,3301,3313,51,28,USD,80,1000456-SMT
141305,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,CN,S001,D655,1,G1,C1,533,583,50,UC,3042,3043,34,4,INR,87,
123759,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,CN,S006,D654,1,G1,C1,472,522,50,UC,2828,2828,6,35,USD,93,
102565,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,DRAM-2",,EA,120,0,RM,S005,D655,1,G1,C1,491,541,50,UC,2846,2846,55,1,USD,84,
138531,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,"RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,PM,S001,D667,1,G1,C1,266,316,50,UC,2822,2838,1,31,INR,92,
131156,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,RM,S001,D655,1,G1,C1,710,760,50,UC,2843,2834,40,44,USD,92,
149244,,"ROHS,Attention Tape","ROHS,Attention Tape",,EA,120,0,RM,S003,D668,1,G1,C1,505,555,50,UC,2721,2834,24,25,INR,78,1000456-SMT
119852,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,PM,S009,D654,1,G1,C1,501,551,50,UC,2805,2805,44,47,USD,86,
102565,,"RoHS,DRAM-1","RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",,EA,120,0,PM,S010,D654,1,G1,C1,290,340,50,UC,2791,2799,49,48,INR,81,1000456-SMT
700567-1,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,PM,S001,D666,1,G1,C1,525,575,50,UC,2919,2911,28,32,USD,81,
119852,,"RoHS PCB BOARD, IQ CONTROLLER","RoHS PCB BOARD, IQ CONTROLLER",,EA,120,0,PM,S006,D655,1,G1,C1,643,693,50,UC,2744,2747,1,52,INR,93,1000456-SMT
117871,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,PM,S007,D666,1,G1,C1,305,355,50,UC,3367,3337,43,11,USD,96,
143796,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,CN,S006,D666,1,G1,C1,719,769,50,UC,3296,3296,8,59,INR,85,1000457-SMT
108259,,"RoHS,SCM1G8Z41CD8SA-062E","RoHS,SCM1G8Z41CD8SA-062E",,EA,120,0,CN,S009,D666,1,G1,C1,649,699,50,UC,2812,2896,48,16,INR,83,1000457-SMT
125948,,OTCT-486*377*309MM-500PCS DIMM-Y,OTCT-486*377*309MM-500PCS DIMM-Y,,EA,120,0,RM,S007,D655,1,G1,C1,284,334,50,UC,2489,2774,57,37,USD,78,
119852,,"RoHS,Label, 4X6 inch","RoHS,Label, 4X6 inch",,EA,120,0,PM,S002,D654,1,G1,C1,612,662,50,UC,3209,3234,24,12,INR,84,
102565,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,PM,S002,D667,1,G1,C1,376,426,50,UC,3209,3201,6,5,INR,100,1000456-SMT
142651,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,RM,S010,D667,1,G1,C1,371,421,50,UC,3489,3084,40,28,USD,100,1000457-SMT
135506,,OTCT-650*478*228MM-1000PCS SODIMM-Y,OTCT-650*478*228MM-1000PCS SODIMM-Y,,EA,120,0,RM,S010,D654,1,G1,C1,505,555,50,UC,3106,3406,41,58,INR,98,
108259,,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,,EA,120,0,CN,S003,D667,1,G1,C1,454,504,50,UC,2896,2872,12,33,INR,85,1000457-SMT
1000457,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,RM,S005,D667,1,G1,C1,533,583,50,UC,3783,3397,6,53,INR,79,
119852,,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS","RoHS,DRAM-2",,EA,120,0,RM,S001,D655,1,G1,C1,563,613,50,UC,3092,3892,21,5,INR,95,1000457-SMT
1000457,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,RM,S005,D666,1,G1,C1,443,493,50,UC,2666,2669,8,52,INR,98,1000456-SMT
146860,,_RARE_,_RARE_,,EA,120,0,RM,S007,D668,1,G1,C1,539,589,50,UC,2502,2402,30,57,INR,88,1000456-SMT
EII-CNS-OT-0005,,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/","RoHSLabel, 3.5 X 1 inch blank (outer box labels/",,EA,120,0,CN,S009,D666,1,G1,C1,330,380,50,UC,3015,3415,19,1,INR,90,1000456-SMT
148935,,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,,EA,120,0,PM,S002,D655,1,G1,C1,288,338,50,UC,3223,3229,13,36,USD,75,1000457-SMT
141663,,"RoHS CARTON,SINGLE OUTPUT  PSU","RoHS CARTON,SINGLE OUTPUT  PSU",,EA,120,0,PM,S004,D654,1,G1,C1,423,473,50,UC,2948,2928,31,37,USD,98,
105695,,_RARE_,_RARE_,,EA,120,0,PM,S006,D666,1,G1,C1,484,534,50,UC,3632,3668,50,9,USD,84,1000457-SMT
138872,,OTCT-377*192*309MM-200PCS DIMM-Y,OTCT-377*192*309MM-200PCS DIMM-Y,,EA,120,0,PM,S006,D666,1,G1,C1,584,634,50,UC,3889,3899,58,6,USD,90,1000457-SMT
138531,,FUJI-FILTER 02,FUJI-FILTER 03,,EA,120,0,PM,S005,D666,1,G1,C1,300,350,50,UC,3986,3900,31,43,INR,89,
137963,,"RoHS,Security Tape","RoHS,Security Tape",,EA,120,0,RM,S009,D654,1,G1,C1,579,629,50,UC,2959,2951,60,57,USD,81,
119852,,OTCT-325*193*227MM-200PCS SODIMM-Y,OTCT-325*193*227MM-200PCS SODIMM-Y,,EA,120,0,RM,S009,D654,1,G1,C1,540,590,50,UC,3703,3003,37,47,USD,97,1000457-SMT
141388,,"RoHS,Label, 5 X 2 inch blank","RoHS,Label, 5 X 2 inch blank",,EA,120,0,PM,S001,D654,1,G1,C1,428,478,50,UC,2591,2619,21,46,USD,100,1000457-SMT
