Item No_,Lot No_,Bin Code,Days from Registration
127229,IDS-21E2-01072,IGS,527
132796,IDS-21E2-00324,IGS,529
132796,IDS-21E2-00125,TMG,665
135722,IDS-21E2-01072,TMG,96
137963,IDS-21E2-00336,IGS,524
138212,IDS-21E2-00028,IGS,491
141663,IDS-21E2-00432,TMG,671
145340,IDS-21E2-00388,TMG,247
145340,IDS-21E2-01074,IGS,664
146604,IDS-21E2-00560,IGS,250
149244,IDS-21E2-00114,IGS,426
EII-CNS-OT-0025,IDS-21E2-00624,TMG,310
EII-CNS-OT-0025,IDS-21E2-00500,IGS,620
1000457,IDS-21E2-00372,TMG,590
102482,IDS-21E2-00321,TMG,630
102565,IDS-21E2-00596,IGS,704
102671,IDS-21E2-00817,IGS,268
105695,IDS-21E2-00320,IGS,688
108259,IDS-21E2-00948,TMG,396
108259,IDS-21E2-01072,IGS,649
108259,IDS-21E2-00837,TMG,637
108423,IDS-21E2-00056,TMG,49
114717,IDS-21E2-00125,IGS,691
118270,IDS-21E2-00056,TMG,508
119027,IDS-21E2-00028,TMG,410
119192,IDS-21E2-00054,TMG,512
119852,IDS-21E2-01124,IGS,52
130921,IDS-21E2-00320,TMG,653
131130,IDS-21E2-00039,IGS,625
133014,IDS-21E2-00324,TMG,234
138531,IDS-21E2-00704,IGS,35
146341,IDS-21E2-00028,TMG,20
700536-2,IDS-21E2-00056,TMG,692
700536-2,IDS-21E2-00368,IGS,417
EII-CNS-OT-0025,IDS-21E2-00628,TMG,671
1000457,IDS-21E2-00624,IGS,670
101884,IDS-21E2-00086,IGS,158
105581,IDS-21E2-00832,TMG,124
105695,IDS-21E2-00816,IGS,241
108259,IDS-21E2-00333,IGS,299
108423,IDS-21E2-00125,IGS,224
117232,IDS-21E2-00560,TMG,652
117871,IDS-21E2-00353,IGS,671
119131,IDS-21E2-00440,IGS,308
119852,IDS-21E2-00114,TMG,668
131393,IDS-21E2-00816,TMG,440
133133,IDS-21E2-00039,IGS,615
133133,IDS-21E2-00372,IGS,541
133133,IDS-21E2-00432,TMG,621
133253,IDS-21E2-00083,TMG,687
136998,IDS-21E2-00820,IGS,464
137963,IDS-21E2-00577,TMG,653
138531,IDS-21E2-00316,IGS,655
138531,IDS-21E2-00612,TMG,307
139272,IDS-21E2-00820,TMG,551
141305,IDS-21E2-00352,IGS,398
141663,IDS-21E2-00320,TMG,97
147755,IDS-21E2-00436,TMG,482
1000457,IDS-21E2-00580,TMG,374
1000457,IDS-21E2-00324,IGS,223
100124,IDS-21E2-00125,TMG,686
100124,IDS-21E2-00368,TMG,541
108259,IDS-21E2-00584,TMG,468
111742,IDS-21E2-01140,TMG,199
114717,IDS-21E2-00688,TMG,684
117019,IDS-21E2-00039,IGS,418
117525,IDS-21E2-00692,IGS,323
129713,IDS-21E2-00338,TMG,133
135677,IDS-21E2-00624,TMG,488
137963,IDS-21E2-00564,IGS,698
138531,IDS-21E2-00564,IGS,666
139272,IDS-21E2-00568,TMG,361
140147,IDS-21E2-00039,TMG,689
149244,IDS-21E2-00054,TMG,586
700536-1,IDS-21E2-00125,TMG,550
700536-2,IDS-21E2-00316,IGS,682
700536-4,IDS-21E2-00125,TMG,680
700536-4,IDS-21E2-00564,TMG,419
EII-CNS-OT-0025,IDS-21E2-00496,IGS,390
1000457,IDS-21E2-00628,TMG,684
100124,IDS-21E2-00083,TMG,590
102957,IDS-21E2-00576,TMG,665
108259,IDS-21E2-00597,IGS,552
108259,IDS-21E2-00325,IGS,562
114717,IDS-21E2-00580,TMG,603
115418,IDS-21E2-00039,TMG,696
117232,IDS-21E2-00645,TMG,551
117558,IDS-21E2-00320,TMG,622
119192,IDS-21E2-00083,IGS,272
119396,IDS-21E2-00125,TMG,568
121225,IDS-21E2-00432,IGS,244
123546,IDS-21E2-01076,TMG,301
125909,IDS-21E2-00039,IGS,634
130921,IDS-21E2-00054,IGS,192
133133,IDS-21E2-00564,TMG,614
135677,IDS-21E2-00564,IGS,676
138531,IDS-21E2-00836,TMG,490
147359,IDS-21E2-00564,TMG,293
147831,IDS-21E2-00324,TMG,673
102108,IDS-21E2-00561,IGS,65
105695,IDS-21E2-00125,IGS,540
111742,IDS-21E2-00338,TMG,252
117019,IDS-21E2-00816,TMG,469
117019,IDS-21E2-00368,TMG,329
119191,IDS-21E2-00816,IGS,634
124810,IDS-21E2-00572,IGS,337
127229,IDS-21E2-00083,TMG,338
133253,IDS-21E2-00820,IGS,584
135383,IDS-21E2-00114,TMG,607
137932,IDS-21E2-01200,TMG,669
138872,IDS-21E2-00576,TMG,650
139895,IDS-21E2-00884,IGS,67
140150,IDS-21E2-00368,IGS,122
141305,IDS-21E2-00039,IGS,684
149104,IDS-21E2-00125,TMG,570
149244,IDS-21E2-00086,TMG,239
105663,IDS-21E2-00320,IGS,446
108259,IDS-21E2-00573,TMG,646
108259,IDS-21E2-00566,TMG,672
115334,IDS-21E2-00080,TMG,350
117600,IDS-21E2-00039,IGS,652
120958,IDS-21E2-00054,TMG,61
121969,IDS-21E2-00592,IGS,69
138212,IDS-21E2-00056,IGS,367
140656,IDS-21E2-00561,IGS,557
141663,IDS-21E2-00572,TMG,516
145340,IDS-21E2-00125,IGS,692
146604,IDS-21E2-00080,IGS,83
147831,IDS-21E2-00054,IGS,603
148065,IDS-21E2-00086,IGS,378
149244,IDS-21E2-00340,TMG,499
700536-3,IDS-21E2-01072,TMG,670
700536-4,IDS-21E2-00125,IGS,212
EII-CNS-OT-0008,IDS-21E2-00380,TMG,415
EII-CNS-OT-0008,IDS-21E2-00624,TMG,149
EII-CNS-OT-0025,IDS-21E2-00054,TMG,628
102671,IDS-21E2-00324,TMG,584
105581,IDS-21E2-00576,IGS,35
108259,IDS-21E2-00433,TMG,570
111434,IDS-21E2-00125,IGS,224
112048,IDS-21E2-00692,TMG,384
119396,IDS-21E2-01200,TMG,444
119852,IDS-21E2-00436,IGS,627
123759,IDS-21E2-00372,IGS,490
130121,IDS-21E2-00039,TMG,620
130347,IDS-21E2-00321,TMG,419
130347,IDS-21E2-00125,TMG,404
132796,IDS-21E2-00083,IGS,564
135506,IDS-21E2-00340,TMG,590
137932,IDS-21E2-00080,TMG,606
137963,IDS-21E2-00820,IGS,246
138212,IDS-21E2-00321,IGS,218
138531,IDS-21E2-00028,TMG,701
145340,IDS-21E2-00944,TMG,48
145433,IDS-21E2-00086,TMG,595
146373,IDS-21E2-00564,TMG,678
700567-1,IDS-21E2-00039,IGS,511
700567-1,IDS-21E2-00689,IGS,501
EII-CNS-OT-0025,IDS-21E2-00336,TMG,525
1000457,IDS-21E2-00436,IGS,534
100441,IDS-21E2-00114,TMG,617
102565,IDS-21E2-00372,TMG,616
114717,IDS-21E2-01200,TMG,133
115418,IDS-21E2-00056,IGS,506
115657,IDS-21E2-00320,TMG,139
119027,IDS-21E2-00824,TMG,410
119852,IDS-21E2-00056,TMG,676
119852,IDS-21E2-00562,IGS,671
121969,IDS-21E2-00564,TMG,665
135506,IDS-21E2-00343,IGS,278
138212,IDS-21E2-00581,TMG,90
138531,IDS-21E2-00083,IGS,441
140281,IDS-21E2-00039,IGS,524
700536-3,IDS-21E2-00564,TMG,522
102176,IDS-21E2-00436,TMG,367
102671,IDS-21E2-00816,TMG,372
103451,IDS-21E2-00565,TMG,607
107720,IDS-21E2-00628,TMG,593
111742,IDS-21E2-00114,IGS,410
114717,IDS-21E2-00039,TMG,660
119370,IDS-21E2-00028,TMG,27
119852,IDS-21E2-00054,TMG,700
119852,IDS-21E2-00572,TMG,587
124914,IDS-21E2-00560,TMG,387
124914,IDS-21E2-00039,IGS,568
131156,IDS-21E2-00572,IGS,363
131664,IDS-21E2-00369,IGS,608
134072,IDS-21E2-00568,TMG,544
135506,IDS-21E2-00039,TMG,669
135677,IDS-21E2-00039,IGS,604
138531,IDS-21E2-00054,IGS,573
141663,IDS-21E2-00612,IGS,505
142651,IDS-21E2-00039,IGS,85
700536-1,IDS-21E2-00353,TMG,225
EII-CNS-OT-0006,IDS-21E2-00560,TMG,211
EII-CNS-OT-0007,IDS-21E2-00039,IGS,475
102957,IDS-21E2-00561,IGS,333
109456,IDS-21E2-00580,IGS,588
111742,IDS-21E2-00340,TMG,521
111742,IDS-21E2-00700,TMG,134
112048,IDS-21E2-00564,TMG,611
112048,IDS-21E2-00580,TMG,641
114717,IDS-21E2-00561,TMG,654
119191,IDS-21E2-00369,IGS,510
119852,IDS-21E2-00320,IGS,653
119852,IDS-21E2-00584,IGS,254
121793,IDS-21E2-00376,TMG,424
123759,IDS-21E2-00080,TMG,632
129562,IDS-21E2-00039,TMG,328
130347,IDS-21E2-00080,TMG,444
133133,IDS-21E2-00445,IGS,421
138212,IDS-21E2-00564,IGS,240
142798,IDS-21E2-00039,TMG,45
145209,IDS-21E2-01076,TMG,174
145340,IDS-21E2-00626,IGS,287
149831,IDS-21E2-00816,TMG,618
EII-CNS-OT-0025,IDS-21E2-00056,IGS,251
1000457,IDS-21E2-00821,TMG,330
113854,IDS-21E2-00080,TMG,192
116054,IDS-21E2-00039,TMG,132
119852,IDS-21E2-00568,TMG,617
119852,IDS-21E2-00832,IGS,60
119852,IDS-21E2-00708,IGS,295
124914,IDS-21E2-00114,TMG,229
135506,IDS-21E2-00688,TMG,141
138212,IDS-21E2-00125,TMG,485
138872,IDS-21E2-00101,IGS,514
141393,IDS-21E2-00437,TMG,70
142120,IDS-21E2-00372,TMG,307
142726,IDS-21E2-00321,TMG,602
146860,IDS-21E2-00039,IGS,589
147831,IDS-21E2-00369,TMG,240
147945,IDS-21E2-00564,IGS,353
1000457,IDS-21E2-00692,IGS,258
108259,IDS-21E2-00824,TMG,599
108259,IDS-21E2-00317,TMG,165
111742,IDS-21E2-00448,TMG,178
111938,IDS-21E2-00039,TMG,471
119027,IDS-21E2-00324,TMG,562
119191,IDS-21E2-00816,TMG,195
119852,IDS-21E2-00580,TMG,691
136998,IDS-21E2-00576,IGS,80
138531,IDS-21E2-00582,TMG,465
146860,IDS-21E2-00054,IGS,302
EII-CNS-OT-0008,IDS-21E2-00028,TMG,406
105581,IDS-21E2-00086,TMG,640
108023,IDS-21E2-00568,TMG,615
108259,IDS-21E2-00436,TMG,438
111071,IDS-21E2-00564,TMG,442
111742,IDS-21E2-00596,TMG,38
114717,IDS-21E2-00028,TMG,631
114717,IDS-21E2-00114,TMG,671
114717,IDS-21E2-00054,IGS,651
117232,IDS-21E2-00316,TMG,647
117232,IDS-21E2-00101,IGS,183
121793,IDS-21E2-00324,TMG,458
125391,IDS-21E2-00039,IGS,611
127229,IDS-21E2-00039,IGS,635
130347,IDS-21E2-00083,IGS,55
133133,IDS-21E2-00322,TMG,540
135677,IDS-21E2-00083,TMG,558
136704,IDS-21E2-00039,TMG,155
141393,IDS-21E2-00448,IGS,17
700536-3,IDS-21E2-00566,TMG,409
700536-4,IDS-21E2-00344,IGS,451
EII-CNS-OT-0025,IDS-21E2-00356,TMG,137
100441,IDS-21E2-00560,IGS,635
102482,IDS-21E2-00564,TMG,181
102482,IDS-21E2-00372,TMG,325
102519,IDS-21E2-00564,IGS,285
108259,IDS-21E2-01073,TMG,640
114717,IDS-21E2-00369,TMG,629
119852,IDS-21E2-00354,IGS,202
120887,IDS-21E2-00564,IGS,680
121793,IDS-21E2-01096,TMG,24
121969,IDS-21E2-00372,IGS,370
135722,IDS-21E2-00114,TMG,221
139895,IDS-21E2-00332,IGS,425
145340,IDS-21E2-00321,IGS,620
147359,IDS-21E2-00564,IGS,355
149244,IDS-21E2-00817,IGS,260
1000457,IDS-21E2-00028,IGS,606
1000457,IDS-21E2-00039,TMG,703
102565,IDS-21E2-00101,IGS,654
105581,IDS-21E2-00560,TMG,613
111266,IDS-21E2-00039,IGS,261
111742,IDS-21E2-00101,TMG,626
114715,IDS-21E2-00320,IGS,332
114717,IDS-21E2-00452,TMG,304
115657,IDS-21E2-00083,TMG,146
119852,IDS-21E2-00321,TMG,404
121793,IDS-21E2-00086,TMG,619
123759,IDS-21E2-00694,TMG,703
129257,IDS-21E2-00039,TMG,672
132214,IDS-21E2-00039,TMG,146
1000457,IDS-21E2-01092,TMG,538
102176,IDS-21E2-01092,IGS,430
107720,IDS-21E2-00368,IGS,568
108730,IDS-21E2-00056,TMG,407
111742,IDS-21E2-00630,IGS,185
112048,IDS-21E2-00316,TMG,141
119852,IDS-21E2-00324,TMG,688
121876,IDS-21E2-00125,IGS,335
121969,IDS-21E2-00700,TMG,664
122829,IDS-21E2-00320,IGS,74
123759,IDS-21E2-00039,IGS,593
125880,IDS-21E2-00114,TMG,257
127229,IDS-21E2-00086,IGS,148
129713,IDS-21E2-00560,TMG,357
131536,IDS-21E2-00080,TMG,79
133133,IDS-21E2-00324,IGS,174
137963,IDS-21E2-00325,TMG,395
139713,IDS-21E2-00056,IGS,17
139895,IDS-21E2-00564,IGS,316
142065,IDS-21E2-00039,TMG,217
143236,IDS-21E2-00125,IGS,363
143236,IDS-21E2-00101,TMG,510
149244,IDS-21E2-00576,IGS,467
700536-3,IDS-21E2-00376,TMG,153
700536-3,IDS-21E2-00326,TMG,617
115418,IDS-21E2-01072,TMG,257
119852,IDS-21E2-00039,IGS,693
127594,IDS-21E2-00324,IGS,130
131156,IDS-21E2-00432,IGS,494
135722,IDS-21E2-00592,TMG,210
136704,IDS-21E2-00564,TMG,163
141663,IDS-21E2-00322,IGS,666
145340,IDS-21E2-00567,TMG,374
146604,IDS-21E2-00565,IGS,608
147831,IDS-21E2-00336,TMG,663
700526-1,IDS-21E2-00560,IGS,658
EII-CNS-OT-0008,IDS-21E2-00560,TMG,669
EII-CNS-OT-0030,IDS-21E2-00039,IGS,438
105581,IDS-21E2-00080,TMG,540
110951,IDS-21E2-00368,TMG,27
112048,IDS-21E2-00340,TMG,394
116994,IDS-21E2-00056,TMG,459
130121,IDS-21E2-00039,IGS,422
139653,IDS-21E2-00086,IGS,103
139895,IDS-21E2-00083,IGS,207
145340,IDS-21E2-00576,TMG,44
149244,IDS-21E2-00054,IGS,328
700536-4,IDS-21E2-00432,IGS,439
105581,IDS-21E2-00324,TMG,666
108259,IDS-21E2-00086,TMG,694
109136,IDS-21E2-00114,IGS,629
114717,IDS-21E2-01077,TMG,562
118578,IDS-21E2-00560,TMG,528
121969,IDS-21E2-00640,TMG,280
123546,IDS-21E2-00577,TMG,285
141663,IDS-21E2-00080,IGS,364
142120,IDS-21E2-00368,TMG,501
700526-1,IDS-21E2-00056,TMG,386
700536-2,IDS-21E2-00083,IGS,553
700536-3,IDS-21E2-00320,TMG,664
EII-CNS-LB-0001,IDS-21E2-00054,TMG,187
EII-CNS-OT-0005,IDS-21E2-00337,IGS,185
1000457,IDS-21E2-00572,IGS,543
102565,IDS-21E2-00125,IGS,622
105581,IDS-21E2-00080,IGS,667
121876,IDS-21E2-00336,IGS,286
125168,IDS-21E2-00054,TMG,413
135677,IDS-21E2-00821,IGS,311
145340,IDS-21E2-00086,TMG,634
700536-3,IDS-21E2-00324,TMG,208
EII-CNS-OT-0008,IDS-21E2-00039,TMG,443
EII-CNS-OT-0008,IDS-21E2-00564,TMG,519
EII-CNS-OT-0025,IDS-21E2-00086,TMG,460
1000457,IDS-21E2-00640,IGS,403
1000457,IDS-21E2-00580,IGS,643
101887,IDS-21E2-00086,IGS,348
102565,IDS-21E2-00562,TMG,449
104754,IDS-21E2-00564,TMG,530
112048,IDS-21E2-00368,TMG,331
119852,IDS-21E2-00724,TMG,288
123546,IDS-21E2-00101,IGS,414
132214,IDS-21E2-00101,TMG,91
132796,IDS-21E2-00560,IGS,510
132796,IDS-21E2-00580,TMG,603
133133,IDS-21E2-00054,IGS,628
137963,IDS-21E2-00039,IGS,673
137963,IDS-21E2-00321,TMG,208
138212,IDS-21E2-00624,TMG,319
141663,IDS-21E2-00028,TMG,639
141663,IDS-21E2-00039,IGS,606
146373,IDS-21E2-01076,IGS,133
700536-2,IDS-21E2-00125,IGS,603
EII-CNS-OT-0030,IDS-21E2-00125,TMG,41
1000457,IDS-21E2-00560,IGS,677
111742,IDS-21E2-00560,IGS,594
120887,IDS-21E2-00576,TMG,528
120958,IDS-21E2-00560,TMG,270
121793,IDS-21E2-00566,IGS,259
135704,IDS-21E2-00039,TMG,652
139713,IDS-21E2-00086,TMG,492
141663,IDS-21E2-00336,IGS,612
142120,IDS-21E2-00504,TMG,140
145340,IDS-21E2-00560,IGS,664
700536-2,IDS-21E2-01136,IGS,262
EII-CNS-OT-0008,IDS-21E2-00125,TMG,283
1000457,IDS-21E2-00373,TMG,681
1000457,IDS-21E2-00086,IGS,693
102671,IDS-21E2-00028,TMG,664
103451,IDS-21E2-00083,IGS,97
103451,IDS-21E2-00321,TMG,173
105695,IDS-21E2-01076,IGS,348
108259,IDS-21E2-00356,IGS,413
111071,IDS-21E2-00368,TMG,465
114717,IDS-21E2-00337,TMG,204
114717,IDS-21E2-01073,IGS,678
114717,IDS-21E2-00340,IGS,407
115418,IDS-21E2-00818,IGS,284
118140,IDS-21E2-00592,TMG,258
119852,IDS-21E2-00752,TMG,360
121793,IDS-21E2-00624,IGS,439
122106,IDS-21E2-00704,IGS,156
122106,IDS-21E2-00125,IGS,220
123546,IDS-21E2-00572,TMG,365
123759,IDS-21E2-00352,TMG,394
133133,IDS-21E2-00689,IGS,591
135677,IDS-21E2-00820,IGS,69
135722,IDS-21E2-00645,IGS,390
137963,IDS-21E2-00758,IGS,238
138872,IDS-21E2-00820,TMG,94
145340,IDS-21E2-00056,TMG,606
147755,IDS-21E2-00028,TMG,207
700536-3,IDS-21E2-00692,IGS,652
700536-4,IDS-21E2-00054,TMG,653
1000457,IDS-21E2-00328,IGS,684
1000457,IDS-21E2-00584,TMG,676
102565,IDS-21E2-00316,TMG,534
102565,IDS-21E2-00564,IGS,603
114717,IDS-21E2-01073,TMG,700
115132,IDS-21E2-00566,TMG,235
116994,IDS-21E2-00564,TMG,391
116994,IDS-21E2-00572,IGS,131
117019,IDS-21E2-00560,IGS,657
119192,IDS-21E2-00324,IGS,670
121793,IDS-21E2-00817,TMG,185
123546,IDS-21E2-00316,TMG,506
132796,IDS-21E2-00086,TMG,561
132796,IDS-21E2-00372,TMG,673
135383,IDS-21E2-00083,IGS,191
135506,IDS-21E2-00573,TMG,120
135506,IDS-21E2-00114,IGS,228
137932,IDS-21E2-00054,IGS,356
137932,IDS-21E2-00564,IGS,469
139511,IDS-21E2-00880,TMG,487
140281,IDS-21E2-00320,TMG,519
140550,IDS-21E2-00039,TMG,486
142651,IDS-21E2-00357,TMG,307
147831,IDS-21E2-00320,TMG,475
700567-2,IDS-21E2-00368,TMG,168
EII-CNS-OT-0008,IDS-21E2-00362,IGS,216
1000457,IDS-21E2-00440,IGS,99
1000457,IDS-21E2-00592,IGS,704
105449,IDS-21E2-00080,IGS,124
105695,IDS-21E2-01072,TMG,331
108259,IDS-21E2-00624,TMG,700
108259,IDS-21E2-00352,IGS,592
108423,IDS-21E2-00125,TMG,43
111742,IDS-21E2-00564,TMG,606
114717,IDS-21E2-00374,TMG,296
115132,IDS-21E2-00039,TMG,693
115418,IDS-21E2-00570,TMG,239
118475,IDS-21E2-00080,TMG,185
119396,IDS-21E2-00080,IGS,333
121969,IDS-21E2-00039,IGS,641
125168,IDS-21E2-00080,IGS,215
125168,IDS-21E2-01140,TMG,335
132453,IDS-21E2-00324,TMG,522
133133,IDS-21E2-00086,TMG,201
147451,IDS-21E2-00039,IGS,82
700536-3,IDS-21E2-00125,IGS,572
1000457,IDS-21E2-00101,IGS,682
102671,IDS-21E2-00564,TMG,677
108259,IDS-21E2-00368,TMG,651
108259,IDS-21E2-00039,IGS,696
111071,IDS-21E2-00039,IGS,478
111938,IDS-21E2-00560,TMG,620
113854,IDS-21E2-00372,IGS,661
117019,IDS-21E2-00564,IGS,552
119852,IDS-21E2-00372,IGS,699
126928,IDS-21E2-00056,TMG,455
135722,IDS-21E2-00056,IGS,61
138212,IDS-21E2-00560,TMG,613
140614,IDS-21E2-00564,TMG,65
141388,IDS-21E2-00039,TMG,491
EII-CNS-OT-0005,IDS-21E2-00039,IGS,42
EII-CNS-OT-0008,IDS-21E2-00083,IGS,495
100011,IDS-21E2-00560,IGS,223
102565,IDS-21E2-00083,IGS,270
102671,IDS-21E2-00372,TMG,466
108259,IDS-21E2-00825,IGS,458
111071,IDS-21E2-00056,IGS,654
111434,IDS-21E2-00114,TMG,366
114717,IDS-21E2-00432,TMG,257
117019,IDS-21E2-00372,TMG,681
119191,IDS-21E2-00321,IGS,496
119852,IDS-21E2-00577,IGS,567
119852,IDS-21E2-01076,TMG,623
121571,IDS-21E2-00560,IGS,327
127229,IDS-21E2-00368,TMG,428
130347,IDS-21E2-00580,TMG,639
135506,IDS-21E2-00326,TMG,199
137932,IDS-21E2-01076,TMG,629
138212,IDS-21E2-00565,TMG,300
145340,IDS-21E2-01088,TMG,570
145415,IDS-21E2-00564,IGS,635
149244,IDS-21E2-00321,TMG,591
149611,IDS-21E2-00816,TMG,424
102957,IDS-21E2-00101,TMG,689
108259,IDS-21E2-00580,TMG,493
111742,IDS-21E2-00832,IGS,545
114717,IDS-21E2-01124,IGS,245
116912,IDS-21E2-00039,IGS,661
117019,IDS-21E2-00316,TMG,374
119396,IDS-21E2-00560,IGS,618
120958,IDS-21E2-00114,IGS,150
121571,IDS-21E2-00056,TMG,401
125880,IDS-21E2-00083,TMG,355
125880,IDS-21E2-00596,TMG,447
130121,IDS-21E2-00820,TMG,434
132893,IDS-21E2-00822,TMG,258
135677,IDS-21E2-00576,TMG,555
137963,IDS-21E2-00325,IGS,45
139272,IDS-21E2-00125,TMG,481
140281,IDS-21E2-00086,IGS,665
140550,IDS-21E2-00039,IGS,178
145340,IDS-21E2-00114,TMG,559
EII-CNS-OT-0030,IDS-21E2-00624,IGS,683
