Entry No_,Journal Batch Name,Line No_,Registering Date,Location Code,Zone Code,Bin Code,Description,Item No_,Quantity,Qty_ (Base),Source Type,Source Subtype,Source No_,Source Line No_,Source Subline No_,Source Document,Source Code,Reason Code,No_ Series,Bin Type Code,Cubage,Weight,Journal Template Name,Whse_ Document No_,Whse_ Document Type,Whse_ Document Line No_,Entry Type,Reference Document,Reference No_,User ID,Variant Code,Qty_ per Unit of Measure,Unit of Measure Code,Serial No_,Lot No_,Warranty Date,Expiration Date,Phys Invt Counting Period Code,Phys Invt Counting Period Type,Dedicated
2525,,10000,14-02-2021,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,112048,0,0,39,1,RM-MIC-0003,10970000,12345,5,PURCHASES,,WR-P,RECEIVE,100,156,,WR-P-E2-0001,1,10970000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00114,07-12-2025 08:29,08-11-2021 00:00,PC_003,1,1
2526,,10000,12-10-2022,SEZ2,IGS,IGS,"RoHS CARTON,SINGLE OUTPUT  PSU",137963,175,175,39,1,RM-MIC-0003,8030000,56749,5,PURCHASES,,WR-P,RECEIVE,116,173,,WR-P-E2-0001,1,8030000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00316,19-11-2025 04:54,08-03-2026 11:02,PC_002,1,1
2527,,10000,12-05-2022,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",111742,0,0,39,1,RM-MIC-0003,10930000,56749,5,PURCHASES,,WR-P,RECEIVE,166,211,,WR-P-E2-0001,1,10930000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00820,07-10-2025 10:16,25-05-2025 02:34,PC_003,1,1
2528,,10000,17-11-2022,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",135677,175,175,39,1,RM-MIC-0003,11140000,12345,5,PURCHASES,,WR-P,RECEIVE,182,241,,WR-P-E2-0001,1,11140000,1,1,GRN-E2-00287,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,21-11-2026 14:22,08-11-2021 00:00,PC_005,1,1
2529,,10000,22-08-2022,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",119852,250,250,39,1,RM-MIC-0003,9390000,12345,5,PURCHASES,,WR-P,RECEIVE,187,122,,WR-P-E2-0001,1,9390000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,25-05-2027 10:49,25-03-2027 05:24,PC_003,1,1
2530,,10000,21-07-2022,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",133133,250,250,39,1,RM-MIC-0003,1320000,12345,5,PURCHASES,,WR-P,RECEIVE,168,207,,WR-P-E2-0001,1,1220000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00437,16-11-2025 08:44,11-08-2023 18:29,PC_004,1,1
2531,,10000,19-12-2021,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",103557,200,200,39,1,RM-MIC-0003,2990000,54673,5,PURCHASES,,WR-P,RECEIVE,238,120,,WR-P-E2-0001,1,2990000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00054,02-02-2027 06:21,08-12-2025 07:30,PC_004,1,1
2532,,10000,26-05-2021,SEZ3,TMG,TMG,"RoHS,SCM1G8Z41CD8SA-062E",108259,0,0,39,1,RM-MIC-0003,3460000,12345,5,PURCHASES,,WR-P,RECEIVE,136,147,,WR-P-E2-0001,1,3460000,1,1,GRN-E2-00168,SHREERESHMI.M,,1,EA,,IDS-21E2-00824,15-08-2027 05:13,28-01-2026 00:00,PC_002,1,1
2533,,10000,24-11-2022,SEZ2,IGS,IGS,"RoHS,Label, 4X6 inch",EII-CNS-OT-0029,250,250,39,1,RM-MIC-0003,320000,54673,5,PURCHASES,,WR-P,RECEIVE,236,210,,WR-P-E2-0001,1,320000,1,1,GRN-E2-00287,SHREERESHMI.M,,1,EA,,IDS-21E2-00817,21-12-2025 00:00,08-11-2021 00:00,PC_002,1,1
2534,,10000,07-08-2021,SEZ2,IGS,IGS,OTCT-486*377*309MM-500PCS DIMM-Y,119852,200,200,39,1,RM-MIC-0003,2360000,56749,5,PURCHASES,,WR-P,RECEIVE,190,152,,WR-P-E2-0001,1,2360000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00448,24-04-2027 19:30,28-01-2026 00:00,PC_003,1,1
2535,,10000,25-03-2022,SEZ3,TMG,TMG,OTCT-486*377*309MM-500PCS DIMM-Y,114717,250,250,39,1,RM-MIC-0003,5450000,12346,5,PURCHASES,,WR-P,RECEIVE,105,130,,WR-P-E2-0001,1,5450000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,04-05-2027 06:20,14-10-2026 07:09,PC_002,1,1
2536,,10000,27-12-2022,SEZ3,TMG,TMG,OTCT-325*193*227MM-200PCS SODIMM-Y,119852,200,200,39,1,RM-MIC-0003,8960000,12346,5,PURCHASES,,WR-P,RECEIVE,231,175,,WR-P-E2-0001,1,8960000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00080,05-09-2027 17:44,17-06-2025 11:14,PC_004,1,1
2537,,10000,14-03-2021,SEZ3,TMG,TMG,"ROHS,Attention Tape",102565,0,0,39,1,RM-MIC-0003,7910000,56749,5,PURCHASES,,WR-P,RECEIVE,111,213,,WR-P-E2-0001,1,7910000,1,1,GRN-E2-00192,SHREERESHMI.M,,1,EA,,IDS-21E2-00628,25-09-2026 03:01,28-01-2026 00:00,PC_004,1,1
2538,,10000,01-12-2021,SEZ3,TMG,TMG,OTCT-650*478*228MM-1000PCS SODIMM-Y,108259,200,200,39,1,RM-MIC-0003,2090000,56749,5,PURCHASES,,WR-P,RECEIVE,171,137,,WR-P-E2-0001,1,2090000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00896,25-10-2025 13:34,08-11-2021 00:00,PC_002,1,1
2539,,10000,01-05-2022,SEZ3,TMG,TMG,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,114717,175,175,39,1,RM-MIC-0003,5410000,56749,5,PURCHASES,,WR-P,RECEIVE,118,174,,WR-P-E2-0001,1,5910000,1,1,GRN-E2-00669,SHREERESHMI.M,,1,EA,,IDS-21E2-00561,09-05-2025 11:54,27-10-2025 04:07,PC_004,1,1
2540,,10000,27-06-2021,SEZ2,IGS,IGS,"RoHS CARTON,SINGLE OUTPUT  PSU",105581,175,175,39,1,RM-MIC-0003,5490000,56749,5,PURCHASES,,WR-P,RECEIVE,195,242,,WR-P-E2-0001,1,5490000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00324,27-03-2027 12:24,28-01-2026 00:00,PC_004,1,1
2541,,10000,26-08-2021,SEZ3,TMG,TMG,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",105695,200,200,39,1,RM-MIC-0003,2500000,12345,5,PURCHASES,,WR-P,RECEIVE,195,190,,WR-P-E2-0001,1,500000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,23-07-2027 01:26,28-06-2025 20:15,PC_004,1,1
2542,,10000,17-04-2021,SEZ2,IGS,IGS,"RoHS,Label, 4X6 inch",102671,175,175,39,1,RM-MIC-0003,8310000,56749,5,PURCHASES,,WR-P,RECEIVE,178,221,,WR-P-E2-0001,1,8310000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,13-03-2027 19:18,28-01-2026 00:00,PC_003,1,1
2543,,10000,05-10-2021,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",122829,175,175,39,1,RM-MIC-0003,1120000,12347,5,PURCHASES,,WR-P,RECEIVE,112,142,,WR-P-E2-0001,1,1120000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00372,23-09-2026 20:34,07-02-2026 00:00,PC_005,1,1
2544,,10000,08-04-2021,SEZ2,IGS,IGS,"RoHS CARTON,SINGLE OUTPUT  PSU",138212,175,175,39,1,RM-MIC-0003,2590000,12347,5,PURCHASES,,WR-P,RECEIVE,189,108,,WR-P-E2-0001,1,2590000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,02-03-2025 02:15,06-08-2025 00:00,PC_004,1,1
2545,,10000,10-02-2021,SEZ2,IGS,IGS,STATIC SHIELDED BAGS OF SIZE 280x220,105695,200,200,39,1,RM-MIC-0003,6810000,12346,5,PURCHASES,,WR-P,RECEIVE,248,230,,WR-P-E2-0001,1,6810000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-01072,20-09-2025 19:32,30-07-2027 21:15,PC_002,1,1
2546,,10000,09-02-2022,SEZ2,IGS,IGS,"RoHS,Label, 5 X 2 inch blank",111742,175,175,39,1,RM-MIC-0003,5050000,12346,5,PURCHASES,,WR-P,RECEIVE,201,171,,WR-P-E2-0001,1,5050000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,26-09-2025 12:18,30-09-2026 21:38,PC_002,1,1
2547,,10000,20-08-2021,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",119852,175,175,39,1,RM-MIC-0003,3550000,12345,5,PURCHASES,,WR-P,RECEIVE,139,163,,WR-P-E2-0001,1,3550000,1,1,GRN-E2-00205,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,11-02-2027 14:51,06-08-2025 00:00,PC_003,1,1
2548,,10000,28-04-2022,SEZ2,IGS,IGS,OTCT-325*193*227MM-200PCS SODIMM-Y,102671,0,0,39,1,RM-MIC-0003,6240000,12347,5,PURCHASES,,WR-P,RECEIVE,172,102,,WR-P-E2-0001,1,6240000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,13-07-2027 15:20,22-12-2025 22:04,PC_005,1,1
2549,,10000,04-09-2021,SEZ3,TMG,TMG,OTCT-650*478*228MM-1000PCS SODIMM-Y,111742,200,200,39,1,RM-MIC-0003,3300000,54673,5,PURCHASES,,WR-P,RECEIVE,188,197,,WR-P-E2-0001,1,3300000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,14-10-2025 00:14,08-11-2021 00:00,PC_002,1,1
2550,,10000,28-10-2022,SEZ3,TMG,TMG,STATIC SHIELDED BAGS OF SIZE 280x220,115418,250,250,39,1,RM-MIC-0003,2190000,12345,5,PURCHASES,,WR-P,RECEIVE,140,236,,WR-P-E2-0001,1,2190000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00432,01-02-2026 10:46,08-11-2021 00:00,PC_005,1,1
2551,,10000,09-07-2022,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",133081,0,0,39,1,RM-MIC-0003,10910000,54673,5,PURCHASES,,WR-P,RECEIVE,212,238,,WR-P-E2-0001,1,10910000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00628,28-11-2026 22:09,21-10-2026 00:00,PC_002,1,1
2552,,10000,01-04-2022,SEZ2,IGS,IGS,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,149244,250,250,39,1,RM-MIC-0003,10390000,12345,5,PURCHASES,,WR-P,RECEIVE,126,242,,WR-P-E2-0001,1,10390000,1,1,GRN-E2-00191,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,08-03-2027 08:16,25-12-2025 09:05,PC_004,1,1
2553,,10000,11-02-2022,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",108259,250,250,39,1,RM-MIC-0003,2390000,12347,5,PURCHASES,,WR-P,RECEIVE,157,227,,WR-P-E2-0001,1,2390000,1,1,GRN-E2-00416,SHREERESHMI.M,,1,EA,,IDS-21E2-00704,28-03-2027 11:51,08-11-2021 00:00,PC_003,1,1
2554,,10000,17-12-2022,SEZ3,TMG,TMG,FUJI-FILTER 02,135506,0,0,39,1,RM-MIC-0003,4290000,54673,5,PURCHASES,,WR-P,RECEIVE,185,153,,WR-P-E2-0001,1,4290000,1,1,GRN-E2-00143,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,09-06-2025 03:00,28-01-2026 00:00,PC_003,1,1
2555,,10000,31-10-2021,SEZ3,TMG,TMG,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",112048,175,175,39,1,RM-MIC-0003,11130000,56749,5,PURCHASES,,WR-P,RECEIVE,205,147,,WR-P-E2-0001,1,11130000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00816,10-08-2025 05:49,08-11-2021 00:00,PC_004,1,1
2556,,10000,27-07-2022,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,138531,0,0,39,1,RM-MIC-0003,6210000,12347,5,PURCHASES,,WR-P,RECEIVE,188,231,,WR-P-E2-0001,1,6210000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00628,16-04-2027 06:37,22-02-2026 00:00,PC_002,1,1
2557,,10000,24-10-2021,SEZ2,IGS,IGS,"RoHS,Security Tape",108259,0,0,39,1,RM-MIC-0003,8550000,12347,5,PURCHASES,,WR-P,RECEIVE,142,193,,WR-P-E2-0001,1,8550000,1,1,GRN-E2-00431,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,29-05-2026 01:08,21-10-2026 00:00,PC_004,1,1
2558,,10000,26-09-2021,SEZ2,IGS,IGS,OTCT-486*377*309MM-500PCS DIMM-Y,1000457,0,0,39,1,RM-MIC-0003,2380000,54673,5,PURCHASES,,WR-P,RECEIVE,239,204,,WR-P-E2-0001,1,3380000,1,1,GRN-E2-00287,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,18-06-2025 10:19,08-02-2026 00:00,PC_005,1,1
2559,,10000,19-11-2022,SEZ2,IGS,IGS,FUJI-FILTER 02,119852,0,0,39,1,RM-MIC-0003,880000,12346,5,PURCHASES,,WR-P,RECEIVE,215,165,,WR-P-E2-0001,1,770000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,10-02-2027 12:43,08-11-2021 00:00,PC_002,1,1
2560,,10000,16-08-2022,SEZ3,TMG,TMG,"ROHS,Attention Tape",105695,0,0,39,1,RM-MIC-0003,10620000,56749,5,PURCHASES,,WR-P,RECEIVE,137,144,,WR-P-E2-0001,1,10620000,1,1,GRN-E2-00541,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,24-06-2027 18:13,08-11-2021 00:00,PC_004,1,1
2561,,10000,20-08-2021,SEZ3,TMG,TMG,"RoHS CARTON,SINGLE OUTPUT  PSU",1000457,0,0,39,1,RM-MIC-0003,910000,12347,5,PURCHASES,,WR-P,RECEIVE,172,204,,WR-P-E2-0001,1,900000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00561,14-11-2026 00:00,08-11-2021 00:00,PC_003,1,1
2562,,10000,21-04-2021,SEZ2,IGS,IGS,FUJI-FILTER 02,119852,0,0,39,1,RM-MIC-0003,9950000,12347,5,PURCHASES,,WR-P,RECEIVE,221,248,,WR-P-E2-0001,1,9950000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,29-10-2025 17:30,08-11-2021 00:00,PC_002,1,1
2563,,10000,09-11-2022,SEZ3,TMG,TMG,"RoHS PCB BOARD, IQ CONTROLLER",700567-2,250,250,39,1,RM-MIC-0003,2850000,12346,5,PURCHASES,,WR-P,RECEIVE,249,144,,WR-P-E2-0001,1,2850000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00114,23-02-2027 19:47,08-11-2021 00:00,PC_002,1,1
2564,,10000,19-02-2021,SEZ2,IGS,IGS,"RoHS CARTON,SINGLE OUTPUT  PSU",123546,200,200,39,1,RM-MIC-0003,7810000,12346,5,PURCHASES,,WR-P,RECEIVE,227,140,,WR-P-E2-0001,1,7810000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,19-06-2027 11:26,25-08-2027 12:45,PC_004,1,1
2565,,10000,13-06-2021,SEZ3,TMG,TMG,"RoHS PCB BOARD, IQ CONTROLLER",108259,0,0,39,1,RM-MIC-0003,2840000,12347,5,PURCHASES,,WR-P,RECEIVE,129,229,,WR-P-E2-0001,1,2840000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00056,20-10-2026 12:09,08-11-2021 00:00,PC_005,1,1
2566,,10000,14-09-2021,SEZ3,TMG,TMG,"RoHS,Label, 5 X 2 inch blank",108259,0,0,39,1,RM-MIC-0003,10330000,12346,5,PURCHASES,,WR-P,RECEIVE,234,186,,WR-P-E2-0001,1,10330000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-01072,10-04-2027 19:03,08-11-2021 00:00,PC_004,1,1
2567,,10000,07-11-2022,SEZ2,IGS,IGS,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,108259,200,200,39,1,RM-MIC-0003,4700000,54673,5,PURCHASES,,WR-P,RECEIVE,226,154,,WR-P-E2-0001,1,4700000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,05-09-2026 09:56,08-11-2021 00:00,PC_003,1,1
2568,,10000,14-01-2022,SEZ3,TMG,TMG,"ROHS,Attention Tape",119852,175,175,39,1,RM-MIC-0003,6600000,56749,5,PURCHASES,,WR-P,RECEIVE,143,188,,WR-P-E2-0001,1,6230000,1,1,GRN-E2-00416,SHREERESHMI.M,,1,EA,,IDS-21E2-00080,02-06-2025 22:35,08-02-2026 00:00,PC_004,1,1
2569,,10000,30-03-2021,SEZ2,IGS,IGS,"RoHS,Label, 5 X 2 inch blank",132796,200,200,39,1,RM-MIC-0003,4430000,12345,5,PURCHASES,,WR-P,RECEIVE,112,201,,WR-P-E2-0001,1,2430000,1,1,GRN-E2-00192,SHREERESHMI.M,,1,EA,,IDS-21E2-00328,04-12-2026 06:05,08-11-2021 00:00,PC_003,1,1
2570,,10000,11-06-2022,SEZ3,TMG,TMG,OTCT-377*192*309MM-200PCS DIMM-Y,138531,200,200,39,1,RM-MIC-0003,4250000,56749,5,PURCHASES,,WR-P,RECEIVE,218,245,,WR-P-E2-0001,1,7250000,1,1,GRN-E2-00702,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,13-08-2025 12:40,07-02-2026 00:00,PC_005,1,1
2571,,10000,16-03-2022,SEZ2,IGS,IGS,"RoHS,LABEL-CRUCIAL LABEL--*-54*12.8MM-GLOSS",127175,250,250,39,1,RM-MIC-0003,3560000,12347,5,PURCHASES,,WR-P,RECEIVE,165,218,,WR-P-E2-0001,1,3560000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00324,05-06-2027 09:41,08-11-2021 00:00,PC_005,1,1
2572,,10000,29-07-2022,SEZ2,IGS,IGS,"RoHSLabel, 3.5 X 1 inch blank (outer box labels/",119852,175,175,39,1,RM-MIC-0003,6250000,12346,5,PURCHASES,,WR-P,RECEIVE,201,103,,WR-P-E2-0001,1,6250000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,20-03-2027 12:41,06-04-2023 01:33,PC_004,1,1
2573,,10000,29-09-2022,SEZ3,TMG,TMG,_RARE_,140150,250,250,39,1,RM-MIC-0003,9900000,54673,5,PURCHASES,,WR-P,RECEIVE,152,107,,WR-P-E2-0001,1,9900000,1,1,GRN-E2-00142,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,28-02-2025 04:12,22-02-2026 00:00,PC_003,1,1
2574,,10000,17-10-2022,SEZ3,TMG,TMG,_RARE_,108259,0,0,39,1,RM-MIC-0003,6140000,56749,5,PURCHASES,,WR-P,RECEIVE,246,170,,WR-P-E2-0001,1,6140000,1,1,GRN-E2-00160,SHREERESHMI.M,,1,EA,,IDS-21E2-00432,10-07-2025 20:00,08-11-2021 00:00,PC_002,1,1
2575,,10000,07-09-2022,SEZ2,IGS,IGS,"ROHS,Attention Tape",127594,200,200,39,1,RM-MIC-0003,4350000,54673,5,PURCHASES,,WR-P,RECEIVE,186,178,,WR-P-E2-0001,1,4350000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00324,01-05-2026 07:03,22-02-2026 00:00,PC_003,1,1
2576,,10000,10-07-2022,SEZ3,TMG,TMG,OTCT-325*193*227MM-200PCS SODIMM-Y,149831,0,0,39,1,RM-MIC-0003,10350000,12346,5,PURCHASES,,WR-P,RECEIVE,137,228,,WR-P-E2-0001,1,10350000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00641,06-09-2025 18:12,25-12-2025 09:05,PC_005,1,1
2577,,10000,25-09-2022,SEZ3,TMG,TMG,"RoHS,Security Tape",138212,0,0,39,1,RM-MIC-0003,4940000,54673,5,PURCHASES,,WR-P,RECEIVE,154,107,,WR-P-E2-0001,1,3940000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00324,11-10-2025 03:50,15-03-2026 12:43,PC_003,1,1
2578,,10000,17-04-2021,SEZ3,TMG,TMG,"ROHS,Attention Tape",105581,175,175,39,1,RM-MIC-0003,5360000,12347,5,PURCHASES,,WR-P,RECEIVE,146,166,,WR-P-E2-0001,1,5360000,1,1,GRN-E2-00669,SHREERESHMI.M,,1,EA,,IDS-21E2-00336,06-09-2027 01:00,06-08-2025 00:00,PC_004,1,1
2579,,10000,27-10-2022,SEZ3,TMG,TMG,"RoHS PCB BOARD, IQ CONTROLLER",1000457,250,250,39,1,RM-MIC-0003,5070000,12347,5,PURCHASES,,WR-P,RECEIVE,130,159,,WR-P-E2-0001,1,5070000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00593,04-05-2027 04:21,08-11-2021 00:00,PC_004,1,1
2580,,10000,09-09-2021,SEZ2,IGS,IGS,OTCT-325*193*227MM-200PCS SODIMM-Y,1000457,175,175,39,1,RM-MIC-0003,5110000,12346,5,PURCHASES,,WR-P,RECEIVE,212,218,,WR-P-E2-0001,1,5110000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00368,24-04-2027 10:34,08-11-2021 00:00,PC_002,1,1
2581,,10000,06-05-2022,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,145340,200,200,39,1,RM-MIC-0003,8330000,54673,5,PURCHASES,,WR-P,RECEIVE,180,106,,WR-P-E2-0001,1,8330000,1,1,GRN-E2-00193,SHREERESHMI.M,,1,EA,,IDS-21E2-00816,19-02-2027 04:44,06-08-2025 00:00,PC_003,1,1
2582,,10000,17-08-2022,SEZ3,TMG,TMG,"ROHS,Attention Tape",1000457,250,250,39,1,RM-MIC-0003,4730000,12347,5,PURCHASES,,WR-P,RECEIVE,170,137,,WR-P-E2-0001,1,4730000,1,1,GRN-E2-00190,SHREERESHMI.M,,1,EA,,IDS-21E2-00560,11-07-2026 23:10,22-02-2026 00:00,PC_004,1,1
2583,,10000,15-01-2022,SEZ2,IGS,IGS,OTCT-377*192*309MM-200PCS DIMM-Y,114717,0,0,39,1,RM-MIC-0003,9710000,12347,5,PURCHASES,,WR-P,RECEIVE,248,240,,WR-P-E2-0001,1,9710000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00125,01-02-2027 19:19,26-12-2025 03:15,PC_003,1,1
2584,,10000,02-09-2022,SEZ3,TMG,TMG,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,1000457,175,175,39,1,RM-MIC-0003,7750000,12345,5,PURCHASES,,WR-P,RECEIVE,178,125,,WR-P-E2-0001,1,3750000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00564,10-09-2025 05:22,08-11-2021 00:00,PC_005,1,1
2585,,10000,24-06-2021,SEZ3,TMG,TMG,STATIC SHIELDED BAGS OF SIZE 280x220,146352,250,250,39,1,RM-MIC-0003,750000,54673,5,PURCHASES,,WR-P,RECEIVE,208,135,,WR-P-E2-0001,1,750000,1,1,GRN-E2-00159,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,22-08-2025 03:47,26-12-2026 19:23,PC_002,1,1
2586,,10000,31-01-2022,SEZ2,IGS,IGS,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,137963,175,175,39,1,RM-MIC-0003,2530000,54673,5,PURCHASES,,WR-P,RECEIVE,133,250,,WR-P-E2-0001,1,2530000,1,1,GRN-E2-00199,SHREERESHMI.M,,1,EA,,IDS-21E2-00083,06-06-2027 09:28,07-02-2026 00:00,PC_002,1,1
2587,,10000,09-03-2022,SEZ3,TMG,TMG,OTCT-325*193*227MM-200PCS SODIMM-Y,118475,0,0,39,1,RM-MIC-0003,2890000,54673,5,PURCHASES,,WR-P,RECEIVE,154,244,,WR-P-E2-0001,1,2890000,1,1,GRN-E2-00415,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,13-09-2027 13:08,08-11-2021 00:00,PC_005,1,1
2588,,10000,13-10-2022,SEZ3,TMG,TMG,"RoHS,Label, 4X6 inch",1000457,250,250,39,1,RM-MIC-0003,2200000,54673,5,PURCHASES,,WR-P,RECEIVE,239,166,,WR-P-E2-0001,1,2200000,1,1,GRN-E2-00414,SHREERESHMI.M,,1,EA,,IDS-21E2-00114,25-08-2027 15:03,09-07-2025 09:28,PC_005,1,1
2589,,10000,08-05-2022,SEZ3,TMG,TMG,INCT-CB-293*216*90-SHIPPER SODIMM 2-PK TRAY-Y,114717,175,175,39,1,RM-MIC-0003,4340000,54673,5,PURCHASES,,WR-P,RECEIVE,242,100,,WR-P-E2-0001,1,2340000,1,1,GRN-E2-00158,SHREERESHMI.M,,1,EA,,IDS-21E2-00039,17-07-2026 04:41,03-12-2025 00:00,PC_004,1,1
2590,,10000,20-10-2021,SEZ3,TMG,TMG,INCT-CB-345*293*90-SHIPPER DIMM2-PK TRAY-Y,113854,0,0,39,1,RM-MIC-0003,8290000,56749,5,PURCHASES,,WR-P,RECEIVE,131,224,,WR-P-E2-0001,1,8290000,1,1,GRN-E2-00189,SHREERESHMI.M,,1,EA,,IDS-21E2-00568,09-09-2025 20:28,08-11-2021 00:00,PC_002,1,1
2591,,10000,06-03-2022,SEZ2,IGS,IGS,"RoHS,SCM1G8Z41CD8SA-062E",108259,175,175,39,1,RM-MIC-0003,850000,12346,5,PURCHASES,,WR-P,RECEIVE,240,211,,WR-P-E2-0001,1,850000,1,1,GRN-E2-00205,SHREERESHMI.M,,1,EA,,IDS-21E2-00964,28-01-2027 21:40,11-08-2023 18:29,PC_004,1,1
2592,,10000,08-07-2022,SEZ3,TMG,TMG,FUJI-FILTER 02,108259,0,0,39,1,RM-MIC-0003,7870000,12347,5,PURCHASES,,WR-P,RECEIVE,136,135,,WR-P-E2-0001,1,7870000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00884,13-09-2026 03:24,08-11-2021 00:00,PC_003,1,1
2593,,10000,09-03-2022,SEZ3,TMG,TMG,STATIC SHIELDED BAGS OF SIZE 280x220,105449,250,250,39,1,RM-MIC-0003,7170000,56749,5,PURCHASES,,WR-P,RECEIVE,229,226,,WR-P-E2-0001,1,7170000,1,1,GRN-E2-00157,SHREERESHMI.M,,1,EA,,IDS-21E2-00325,05-08-2027 12:49,12-07-2026 00:00,PC_003,1,1
